index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
237,Filed By,Baltimore Gas and Electric Company,11/12/2010,0,20101112-5293 Go to Doc InfoGo to File List,Reply Comments of Baltimore Gas and Electric Company under RM10-23.,20101112-5293
238,Filed By,American Electric Power Service Corporation,11/12/2010,0,20101112-5294 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM10-23.,20101112-5294
239,Filed By,"Green Energy Express LLC 21st Century Transmission Holdings, LLC",11/12/2010,0,20101112-5311 Go to Doc InfoGo to File List,"Reply Comments of Green Energy Express LLC and 21st Century Transmission Holdings, LLC under Docket No. RM10-23.",20101112-5311
241,Filed By,Public Interest Organizations,11/12/2010,0,20101112-5316 Go to Doc InfoGo to File List,REVISED Reply Comments of Public Interest Organizations under RM10-23.,20101112-5316
243,Filed By,National Grid USA,11/12/2010,0,20101112-5327 Go to Doc InfoGo to File List,Reply Comments of National Grid USA under RM10-23.,20101112-5327
244,Filed By,Ohio Consumers' Counsel,11/12/2010,0,20101112-5329 Go to Doc InfoGo to File List,Reply Comments by the Office of the Ohio Consumers' Counsel under RM10-23.,20101112-5329
246,Filed By,"PSEG Energy Resources & Trade LLC Public Service Electric and Gas Company PSEG Power LLC ,",11/12/2010,0,20101112-5331 Go to Doc InfoGo to File List,Reply Comments of the PSEG Companies under RM10-23.,20101112-5331
248,Filed By,East Texas Cooperatives,11/12/2010,0,20101112-5334 Go to Doc InfoGo to File List,Reply Comments of East Texas Cooperatives under RM10-23.,20101112-5334
249,Filed By,Large Public Power Council,11/12/2010,0,20101112-5335 Go to Doc InfoGo to File List,Comments of Large Public Power Council under RM10-23.,20101112-5335
250,Filed By,Large-Scale Solar Association Solar Energy Industries Association,11/12/2010,0,20101112-5337 Go to Doc InfoGo to File List,Reply Comments of the Solar Energy Industries Association and the Large-scale Solar Association under RM10-23.,20101112-5337
251,Filed By,"NextEra Energy, Inc.",11/12/2010,0,20101112-5379 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM10-23.",20101112-5379
253,Filed By,Pattern Transmission LP,11/12/2010,0,20101112-5384 Go to Doc InfoGo to File List,Reply Comments of Pattern Transmission LP under RM10-23.,20101112-5384
254,Filed By,CPUC,11/12/2010,0,20101112-5387 Go to Doc InfoGo to File List,Reply Comments of CPUC under RM10-23-000.,20101112-5387
255,Filed By,"Central Hudson Gas & Electric Corporation Long Island Power Authority New York Power Authority , Niagara Mohawk Power Corporation d/b/a Naitonal Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",11/12/2010,0,20101112-5385 Go to Doc InfoGo to File List,Reply Comments of the New York Transmission Owners under RM10-23.,20101112-5385
256,Filed By,"First Wind Energy, LLC",11/12/2010,0,20101112-5389 Go to Doc InfoGo to File List,"Comments of First Wind Energy, LLC under RM10-23.",20101112-5389
257,Filed By,Midwest ISO Transmission Owners,11/12/2010,0,20101112-5391 Go to Doc InfoGo to File List,Reply Comments of the Midwest ISO Transmission Owners in Docket No. RM10-23.,20101112-5391
258,Filed By,California Independent System Operator Corporation,11/12/2010,0,20101112-5392 Go to Doc InfoGo to File List,Reply Comments in Response to Initial Comments of the California Independent System Operator Corporation under RM10-23-000.,20101112-5392
259,Filed By,"LS Power Transmission, LLC",11/12/2010,0,20101112-5390 Go to Doc InfoGo to File List,"Reply Comments of LS Power Transmission, LLC in Support of the Commission's Notice of Proposed Rulemaking under RM10-23-000.",20101112-5390
260,Filed By,"PJM Interconnection, L.L.C.",11/12/2010,0,20101112-5393 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM10-23-000.",20101112-5393
261,Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Fresh Energy ENVIRONMENTAL LAW & POLICY CTR OF MIDWES , Environmental Integrity Project , EARTHJUSTICE LEGAL DEFENSE FUND ,",11/12/2010,0,20101112-5394 Go to Doc InfoGo to File List,"Reply Comments of EARTHJUSTICE LEGAL DEFENSE FUND, et. al. under RM10-23-000.",20101112-5394
262,Filed By,Conservation Law Foundation,11/12/2010,0,20101112-5411 Go to Doc InfoGo to File List,Reply Comments of Conservation Law Foundation under RM10-23-000.,20101112-5411
263,Filed By,Environmental Defense Fund,11/12/2010,0,20101112-5416 Go to Doc InfoGo to File List,Reply Comments of Environmental Defense Fund on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20101112-5416
264,Filed By,Organization of MISO States,11/12/2010,0,20101112-5192 Go to Doc InfoGo to File List,Reply Comments of the Organization of MISO States under RM10-23.,20101112-5192
265,Filed By,MEAG Power,11/12/2010,0,20101112-5216 Go to Doc InfoGo to File List,Comments of MEAG Power under RM10-23.,20101112-5216
266,Filed By,American Public Power Association,11/12/2010,0,20101112-5220 Go to Doc InfoGo to File List,"Reply comments of the American Public Power Association regarding FERC's proposal to amend transmission planning and cost allocation requirements of Order No. 890, filed under RM10-23.",20101112-5220
267,Filed By,Sacramento Municipal Utility District,11/12/2010,0,20101112-5201 Go to Doc InfoGo to File List,Reply Comments of the Sacramento Municipal Utility District under RM10-23.,20101112-5201
270,Filed By,"Atlantic Grid Development, LLC",11/12/2010,0,20101112-5134 Go to Doc InfoGo to File List,"Reply Comments of Atlantic Grid Development, LLC on Behalf of the Atlantic Wind Connection under RM10-23.",20101112-5134
271,Filed By,Southern California Edison Company,11/12/2010,0,20101112-5152 Go to Doc InfoGo to File List,Southern California Edison Company Reply Comments Concerning the Notice of Proposed Rulemaking under RM10-23.,20101112-5152
272,Filed By,"Consolidated Edison Company of New York, Inc. and Orange and",11/12/2010,0,20101112-5155 Go to Doc InfoGo to File List,"Reply Comments of Consolidated Edison Company of New York, Inc. and Orange and Rockland Utilities, Inc. under RM10-23.",20101112-5155
273,Filed By,ISO New England Inc.,11/12/2010,0,20101112-5164 Go to Doc InfoGo to File List,Reply Comments of ISO New England Inc. under RM10-23.,20101112-5164
274,Filed By,Old Dominion Electric Cooperative,11/12/2010,0,20101112-5166 Go to Doc InfoGo to File List,Reply Comments of Old Dominion Electric Cooperative under RM10-23.,20101112-5166
275,Filed By,Bonneville Power Administration,11/12/2010,0,20101112-5333 Go to Doc InfoGo to File List,Reply Comments of Bonneville Power Administration under RM10-23.,20101112-5333
277,Filed By,San Diego Gas & Electric Company,11/12/2010,0,20101112-5353 Go to Doc InfoGo to File List,Reply Comments of San Diego Gas & Electric Company under RM10-23.,20101112-5353
278,Filed By,Alabama Municipal Electric Authority,11/12/2010,0,20101112-5357 Go to Doc InfoGo to File List,Reply Comments of Alabama Municipal Electric Authority under RM10-23.,20101112-5357
279,Filed By,New England Transmission Owners,11/12/2010,0,20101112-5356 Go to Doc InfoGo to File List,Reply Comments of Identified New England Transmission Owners under RM10-23.,20101112-5356
280,Filed By,Western Independent Transmission Group,11/12/2010,0,20101112-5359 Go to Doc InfoGo to File List,Reply Comments of the Western Independent Transmission Group under RM10-23.,20101112-5359
281,Filed By,"PPL Montana, LLC PPL Electric Utilities Corporation PPL Maine, LLC , PPL Wallingford Energy LLC , PPL Colstrip I, LLC , Lower Mount Bethel Energy, LLC , PPL Renewable Energy, LLC , PPL Holtwood, LLC , PPL Colstrip II, LLC , PPL New Jersey Biogas, LLC , PPL EnergyPlus, LLC , PPL Martins Creek, LLC , PPL University Park, LLC , PPL Brunner Island, LLC , PPL Montour, LLC , PPL Susquehanna, LLC , PPL New Jersey Solar, LLC ,",11/12/2010,0,20101112-5371 Go to Doc InfoGo to File List,Reply Comments of the PPL Companies under RM10-23.,20101112-5371
282,Filed By,Transmission Agency of Northern California,11/12/2010,0,20101112-5376 Go to Doc InfoGo to File List,Reply Comments of the Transmission Agency of Northern California under RM10-23.,20101112-5376
283,Filed By,Powerex Corp.,11/12/2010,0,20101112-5377 Go to Doc InfoGo to File List,Reply Comments of Powerex Corp. on Notice of Proposed Rulemaking under RM10-23.,20101112-5377
284,Filed By,INDIVIDUAL,11/15/2010,0,20101116-0012 Go to Doc InfoGo to File List,Comments of New Jersey Highlands Coalition et al re the Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20101116-0012
285,Filed By,WIRES,11/15/2010,0,20101115-5006 Go to Doc InfoGo to File List,Reply Comments of WIRES on Notice of Proposed Rulemaking under RM10-23.,20101115-5006
286,Filed By,Sierra Club,11/17/2010,0,20101117-5006 Go to Doc InfoGo to File List,Resubmittal of Sierra Club member comments on RM10-23.,20101117-5006
287,Filed By,Maine Public Utilities Commission,11/22/2010,0,20101122-5085 Go to Doc InfoGo to File List,"Reply Comments of the Maine Public Utilities Commission, the Maine Office of the Public Advocate, and the Maine Governor's Office of Energy Independence and Security (CORRECTED) under RM10-23.",20101122-5085
288,Filed By,"Boundless Energy, LLC",11/22/2010,0,20101122-5017 Go to Doc InfoGo to File List,"Reply Comments of Boundless Energy, LLC under RM10-23.",20101122-5017
290,Filed By,"Sierra Club NATURAL RESOURCES DEFENSE COUNCIL Citizens for Pennsylvania's Future ,",12/10/2010,0,20101210-5181 Go to Doc InfoGo to File List,"Supplemental Comments of Sierra Club, Natural Resources Defense Council, and Citizens for Pennsylvania's Future in Docket No. RM10-23.",20101210-5181
293,Filed By,North Dakota Public Service Commission,12/28/2010,0,20101228-5139 Go to Doc InfoGo to File List,Reply Comments of North Dakota Public Service Commission and South Dakota Public Utilites Commission under RM10-23.,20101228-5139
294,Filed By,"SENATE, UNITED STATES",02/23/2011,0,20110228-0004 Go to Doc InfoGo to File List,Comments of US Senator Bob Corker et al re recent Notice of Proposed Rulemaking on Transmission Planning and Cost Allocations etc under RM10-23 et al.,20110228-0004
378,Filed By,INDIVIDUAL,11/01/2011,0,20111102-0043 Go to Doc InfoGo to File List,Comments of John Trued re their planning rules for reshaping the electric grid under RM10-23.,20111102-0043
382,Filed By,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,01/03/2012,0,20120106-0021 Go to Doc InfoGo to File List,International Brotherhood of Electric Workers submits comments relating to the NYS transmission grid under RM10-23.,20120106-0021
412,Filed By,"Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC",07/10/2012,0,20120710-5133 Go to Doc InfoGo to File List,"Comments of Sunflower Electric Power Corporation and Mid-Kansas Electric Company, LLC in Support of Request for Extension of Time Filed by Southwest Power Pool, Inc. under RM10-23.",20120710-5133
413,Filed By,Nebraska Public Power District,07/10/2012,0,20120710-5061 Go to Doc InfoGo to File List,Comments of Nebraska Public Power District in Support of Request for Extension of Time under RM10-23.,20120710-5061
428,Filed By,SOUTHERN ENVIRONMENTAL LAW CENTER,08/27/2012,0,20120827-5108 Go to Doc InfoGo to File List,"Comments of SOUTHERN ENVIRONMENTAL LAW CENTER, SIERRA CLUB, SOUTHERN ALLIANCE FOR CLEAN ENERGY, and SUSTAINABLE FERC PROJECT on motion of KU, LG&E, OVEC, and Southern Co. for extension of Order-1000 compliance filing deadline under RM10-23.",20120827-5108
462,Filed By,Individual No Affiliation,10/24/2012,0,20121024-5125 Go to Doc InfoGo to File List,"Motion of the Colorado Public Utilities Commission to Extend the Period for Filing Comments under RM10-23, et. al..",20121024-5125
463,Filed By,Individual No Affiliation,10/24/2012,0,20121024-5073 Go to Doc InfoGo to File List,"Motion of the Colorado Public Utilities Commission to Extend the Period for Filing Comments under RM10-23, et. al.",20121024-5073
465,Filed By,ISO/RTO Council (IRC),10/24/2012,0,20121024-5103 Go to Doc InfoGo to File List,"ISO/RTO Council Motion for Extension of Time to Submit Answers to Comments under RM10-23, et. al..",20121024-5103
476,Filed By,Public Utilities Commission of Nevada,11/26/2012,0,20121126-5277 Go to Doc InfoGo to File List,"Intervention and Comments of Public Utilities Commission of Nevada under RM10-23, et. al..",20121126-5277
490,Filed By,INDIVIDUAL,01/22/2013,0,20130124-0010 Go to Doc InfoGo to File List,NON-DECISIONAL - Comments of Patrick Cullen under RM10-23.,20130124-0010
521,Filed By,MATL LLP,08/26/2013,0,20130826-5141 Go to Doc InfoGo to File List,"Comments of MATL LLP in support of the August 21, 2013 Joint Motion for Extension of Time filed by Avista Corporation and Puget Sound Energy, Inc.under ER13-93, et. al.",20130826-5141
525,Filed By,Public Utilities Commission of Nevada,10/21/2013,0,20131021-5129 Go to Doc InfoGo to File List,"Joint Comments of Colorado Public Utilities Commission and Public Utilities Commission of Nevada under RM10-23., et. al..",20131021-5129
527,Filed By,Public Utilities Commission of Nevada Colorado Public Utilities Commission,11/20/2013,0,20131120-5085 Go to Doc InfoGo to File List,"Joint Supplemental Comments of Public Utilities Commission of Nevada and Public Utilities Commission of Colorado under ER13-75., et. al..",20131120-5085
